지번주소,도로명주소,사업장명,좌표정보(X),좌표정보(Y)
서울특별시 금천구 가산동 60-8 현대시티아울렛 가산점 ,"서울특별시 금천구 디지털로10길 9, 현대시티아울렛 가산점 (가산동)",롯데시네마 가산디지털(제1관),190119.4634,441716.6846
서울특별시 금천구 가산동 60-8 현대시티아울렛 가산점 ,"서울특별시 금천구 디지털로10길 9, 현대시티아울렛 가산점 (가산동)",롯데시네마 가산디지털(제5관),190119.4634,441716.6846
서울특별시 금천구 가산동 60-8 현대시티아울렛 가산점 ,"서울특별시 금천구 디지털로10길 9, 현대시티아울렛 가산점 (가산동)",롯데시네마 가산디지털(제6관),190119.4634,441716.6846
서울특별시 영등포구 영등포동4가 442 타임스퀘어 4층 ,"서울특별시 영등포구 영중로 15, 4층 (영등포동4가, 타임스퀘어)",CGV 영등포 제3관,191385.0574,446098.5559
서울특별시 영등포구 영등포동4가 442 타임스퀘어 4층 ,"서울특별시 영등포구 영중로 15, 4층 (영등포동4가, 타임스퀘어)",CGV 영등포 제4관,191385.0574,446098.5559
서울특별시 영등포구 영등포동4가 442 타임스퀘어 4층 ,"서울특별시 영등포구 영중로 15, 4층 (영등포동4가, 타임스퀘어)",CGV 영등포 제5관,191385.0574,446098.5559
서울특별시 영등포구 영등포동4가 442 타임스퀘어 4층 ,"서울특별시 영등포구 영중로 15, 4층 (영등포동4가, 타임스퀘어)",CGV 영등포 제8관,191385.0574,446098.5559
서울특별시 영등포구 영등포동4가 442 타임스퀘어 4층 ,"서울특별시 영등포구 영중로 15, 4층 (영등포동4가, 타임스퀘어)",CGV 영등포 제6관,191385.0574,446098.5559
서울특별시 영등포구 영등포동4가 442 타임스퀘어 4층 ,"서울특별시 영등포구 영중로 15, 4층 (영등포동4가, 타임스퀘어)",CGV 영등포 제2관[4D],191385.0574,446098.5559
서울특별시 영등포구 영등포동4가 442 타임스퀘어 4층,"서울특별시 영등포구 영중로 15, 4층 (영등포동4가, 타임스퀘어)",CGV 영등포 제11관(SCREEN X),191385.0574,446098.5559
서울특별시 영등포구 영등포동4가 442 타임스퀘어 4층 ,"서울특별시 영등포구 영중로 15, 4층 (영등포동4가, 타임스퀘어)",CGV 영등포 제10관(골드클래스),191385.0574,446098.5559
서울특별시 강남구 도곡동 174-3 ,서울특별시 강남구 남부순환로 2753 (도곡동),도곡3관,204098.596,442807.3172
서울특별시 영등포구 영등포동4가 442 타임스퀘어 4층 ,"서울특별시 영등포구 영중로 15, 4층 (영등포동4가, 타임스퀘어)",CGV 영등포 제9관,191385.0574,446098.5559
서울특별시 영등포구 영등포동4가 442 타임스퀘어 4층 ,"서울특별시 영등포구 영중로 15, 4층 (영등포동4가, 타임스퀘어)",CGV 영등포 제1관,191385.0574,446098.5559
서울특별시 강남구 논현동 6-3,"서울특별시 강남구 도산대로 152, 2~3층 (논현동, 영동빌딩)",코엑스 2관,202160.3319,446215.9356
서울특별시 강남구 삼성동 159,"서울특별시 강남구 영동대로 513 (삼성동, 코엑스)",코엑스 Dolby Cinema,205130.5917,445590.0968
서울특별시 강남구 논현동 6-13,"서울특별시 강남구 도산대로 156, 2~3층 (논현동, 중앙엠앤비사옥)",코엑스 컴포트 6관,202205.4307,446211.2208
서울특별시 강남구 삼성동 159,"서울특별시 강남구 영동대로 513 (삼성동, 코엑스)",코엑스 101호 스위트룸,205130.5917,445590.0968
서울특별시 강남구 삼성동 159,"서울특별시 강남구 영동대로 513 (삼성동, 코엑스)",코엑스 컴포트 3관,205130.5917,445590.0968
서울특별시 영등포구 영등포동4가 442,"서울특별시 영등포구 영중로 15, 6층 (영등포동4가, 타임스퀘어)",CGV 영등포 12관(IMAX),191385.0574,446098.5559
서울특별시 동작구 사당동 147-53번지 골든시네마타워 12층 ,"서울특별시 동작구 동작대로 89 (사당동,골든시네마타워 12층)",아트나인 9관,198295.8433,442507.6991
서울특별시 동작구 사당동 147-53번지 골든시네마타워 12층 ,"서울특별시 동작구 동작대로 89 (사당동,골든시네마타워 12층)",아트나인 0관,198295.8433,442507.6991
서울특별시 구로구 개봉동 297-2번지 ,서울특별시 구로구 개봉로3길 109  (개봉동),떼아뜨르 이동영화,186729.5886,442612.4245
서울특별시 관악구 신림동 1641-2 14층 ,"서울특별시 관악구 신림로 330 (신림동,14층)",롯데시네마 신림 제2관,193754.4274,442407.2012
서울특별시 관악구 신림동 1641-2 14층 ,"서울특별시 관악구 신림로 330 (신림동,14층)",롯데시네마 신림 제1관,193754.4274,442407.2012
서울특별시 관악구 신림동 1641-2 14층 ,"서울특별시 관악구 신림로 330 (신림동,14층)",롯데시네마 신림 제8관,193754.4274,442407.2012
서울특별시 관악구 신림동 1641-2 14층 ,"서울특별시 관악구 신림로 330 (신림동,14층)",롯데시네마 신림 제5관,193754.4274,442407.2012
서울특별시 관악구 신림동 1641-2 14층 ,"서울특별시 관악구 신림로 330 (신림동,14층)",롯데시네마 신림 제4관,193754.4274,442407.2012
서울특별시 관악구 신림동 1641-2 14층 ,"서울특별시 관악구 신림로 330 (신림동,14층)",롯데시네마 신림 제7관,193754.4274,442407.2012
서울특별시 관악구 신림동 1641-2 14층 ,"서울특별시 관악구 신림로 330 (신림동,14층)",롯데시네마 신림 제3관,193754.4274,442407.2012
서울특별시 서초구 서초동 1335 서초그랑자이 ,"서울특별시 서초구 효령로 391, B2층 (서초동, 서초그랑자이)",CGV Salon 서초,202245.3779,442987.987
서울특별시 서초구 서초동 1317-20,서울특별시 서초구 서초대로77길 3 (서초동),메가박스중앙(주) 강남 1관,202276.9172,443970.968
서울특별시 강동구 성내동 549-1번지 ,서울특별시 강동구 성내로 48 (성내동),메가박스 강동9,210992.4973,447372.6172
서울특별시 강남구 도곡동 174-3 ,서울특별시 강남구 남부순환로 2753 (도곡동),도곡7관,204098.596,442807.3172
서울특별시 강남구 도곡동 174-3 ,서울특별시 강남구 남부순환로 2753 (도곡동),도곡1관,204098.596,442807.3172
서울특별시 강남구 도곡동 174-3 ,서울특별시 강남구 남부순환로 2753 (도곡동),도곡6관,204098.596,442807.3172
서울특별시 강남구 도곡동 174-3 ,서울특별시 강남구 남부순환로 2753 (도곡동),도곡5관,204098.596,442807.3172
서울특별시 강남구 도곡동 174-3 ,서울특별시 강남구 남부순환로 2753 (도곡동),도곡4관,204098.596,442807.3172
서울특별시 강남구 논현동 1-3번지 ,서울특별시 강남구 도산대로 108  (논현동),클래식시네마스페이스(주),201753.1885,446003.4452
서울특별시 강남구 역삼동 814-6 스타플렉스 6층 ,"서울특별시 강남구 강남대로 438 (역삼동,스타플렉스 6층)",CGV 강남제2관,202262.4579,444382.5423
서울특별시 강남구 역삼동 814-6 스타플렉스 8층 ,"서울특별시 강남구 강남대로 438 (역삼동,스타플렉스 8층)",CGV 강남제3관,202262.4579,444382.5423
서울특별시 강남구 역삼동 814-6 스타플랙스 10층 ,"서울특별시 강남구 강남대로 438 (역삼동,스타플랙스 10층)",CGV 강남제4관,202262.4579,444382.5423
서울특별시 강남구 역삼동 814-6 스타플랙스 10층 ,"서울특별시 강남구 강남대로 438 (역삼동,스타플랙스 10층)",CGV 강남제5관,202262.4579,444382.5423
서울특별시 강동구 천호동 42 ,"서울특별시 강동구 양재대로 1571, 4층 (천호동)",CGV 천호 1관,212501.3691,449282.3104
서울특별시 강남구 역삼동 814-6 스타플렉스 10층 ,"서울특별시 강남구 강남대로 438 (역삼동,스타플렉스 10층)",CGV 강남제6관,202262.4579,444382.5423
서울특별시 강남구 신사동 603-2 ,서울특별시 강남구 논현로 848 (신사동),CGV압구정 제3관,202478.5995,446927.6243
서울특별시 강남구 신사동 602 ,서울특별시 강남구 압구정로30길 45 (신사동),씨네 드 쉐프 A관,202530.1848,446900.9612
서울특별시 강남구 논현동 3번지 외2필지 ,"서울특별시 강남구 도산대로 116 (논현동,외2필지)",롯데시네마 브로드웨이 6관,201836.2576,446034.6865
서울특별시 강남구 삼성동 159,"서울특별시 강남구 영동대로 513 (삼성동, 코엑스)",코엑스 소상영관 B,205130.5917,445590.0968
서울특별시 강남구 논현동 97-26번지 ,서울특별시 강남구 언주로150길 14  (논현동),씨네예술관 1관,203069.2121,446531.9041
서울특별시 강남구 논현동 97-26번지 ,서울특별시 강남구 언주로150길 14  (논현동),씨네예술관 2관,203069.2121,446531.9041
서울특별시 강남구 논현동 4-15번지 ,서울특별시 강남구 도산대로 128  (논현동),씨네마강남 1관,201924.4852,446086.6929
서울특별시 강남구 논현동 4-15번지 ,서울특별시 강남구 도산대로 128  (논현동),씨네마강남 2관,201924.4852,446086.6929
서울특별시 강남구 논현동 91-6번지 ,서울특별시 강남구 도산대로 310  (논현동),씨네하우스 2관,203064.6402,446594.3191
서울특별시 강남구 논현동 91-6번지 ,서울특별시 강남구 도산대로 310  (논현동),씨네하우스 3관,203064.6402,446594.3191
서울특별시 강남구 논현동 4-15번지 ,서울특별시 강남구 도산대로 128  (논현동),씨네마강남 대관,201924.4852,446086.6929
서울특별시 강남구 논현동 58-3번지 ,서울특별시 강남구 학동로 171  (논현동),(주)케이엠티브이,202510.1756,445767.5124
서울특별시 강남구 신사동 603-2 ,서울특별시 강남구 논현로 848 (신사동),CGV압구정 제2관,202478.5995,446927.6243
서울특별시 강남구 논현동 123-2번지 ,서울특별시 강남구 학동로 118  (논현동),강남비디오소극장,202039.7404,445481.8844
서울특별시 강남구 신사동 532-1 지하2층,"서울특별시 강남구 압구정로10길 9, 지하2층 (신사동)",픽처하우스,201876.7638,446752.4509
서울특별시 강남구 역삼동 816,"서울특별시 강남구 강남대로 422, 지하 3층 (역삼동)",씨티극장 4관,202310.3114,444240.7983
서울특별시 강남구 역삼동 816,"서울특별시 강남구 강남대로 422, 지하 3층 (역삼동)",씨티극장 3관,202310.3114,444240.7983
서울특별시 강남구 논현동 1-3번지 ,서울특별시 강남구 도산대로 108  (논현동),클래식시네마스페이스(주),201753.1885,446003.4452
서울특별시 강남구 삼성동 159,"서울특별시 강남구 영동대로 513 (삼성동, 코엑스)",코엑스 4관,205130.5917,445590.0968
서울특별시 강남구 신사동 603-2,서울특별시 강남구 논현로 848 (신사동),CGV압구정 IMAX관,202478.5995,446927.6243
서울특별시 강남구 신사동 602 ,서울특별시 강남구 압구정로30길 45 (신사동),CGV압구정 제4관,202530.1848,446900.9612
서울특별시 강남구 신사동 602 ,서울특별시 강남구 압구정로30길 45 (신사동),씨네 드 쉐프 B관,202530.1848,446900.9612
서울특별시 강남구 역삼동 814-6 스타플렉스 6층 ,"서울특별시 강남구 강남대로 438 (역삼동, 스타플렉스)",CGV 강남제1관,202262.4579,444382.5423
서울특별시 강남구 삼성동 159,"서울특별시 강남구 영동대로 513 (삼성동, 코엑스)",코엑스 컴포트 11관,205130.5917,445590.0968
서울특별시 강남구 역삼동 814-6번지 ,서울특별시 강남구 강남대로 438  (역삼동),주공공이 1관,202262.4579,444382.5423
서울특별시 강남구 역삼동 814-6번지 ,서울특별시 강남구 강남대로 438  (역삼동),주공공이 2관,202262.4579,444382.5423
서울특별시 강남구 역삼동 814-6번지 ,서울특별시 강남구 강남대로 438  (역삼동),주공공이 3관,202262.4579,444382.5423
서울특별시 강남구 역삼동 814-6번지 ,서울특별시 강남구 강남대로 438  (역삼동),주공공이 4관,202262.4579,444382.5423
서울특별시 강남구 역삼동 814-6번지 ,서울특별시 강남구 강남대로 438  (역삼동),주공공이 시사실,202262.4579,444382.5423
서울특별시 강남구 논현동 3-5번지 2층 ,"서울특별시 강남구 도산대로8길 8 (논현동,2층)",롯데시네마 브로드웨이 1관,201869.7776,446024.4102
서울특별시 강남구 논현동 3-5번지 4층 ,"서울특별시 강남구 도산대로8길 8 (논현동,4층)",롯데시네마 브로드웨이 2관,201869.7776,446024.4102
서울특별시 강남구 논현동 3-5번지 1층 ,"서울특별시 강남구 도산대로8길 8, 1층 (논현동)",롯데시네마 브로드웨이 3관,201869.7776,446024.4102
서울특별시 강남구 논현동 3-5번지 1층 ,"서울특별시 강남구 도산대로8길 8 (논현동,1층)",롯데시네마 브로드웨이 4관,201869.7776,446024.4102
서울특별시 강남구 논현동 3-5번지 1층 ,"서울특별시 강남구 도산대로8길 8 (논현동,1층)",롯데시네마 브로드웨이 5관,201869.7776,446024.4102
서울특별시 강남구 신사동 651-21 ,서울특별시 강남구 도산대로 323 (신사동),CGV 청담씨네시티 CINEMA SWEETBOX PREMIUM 관,203205.417,446740.5529
서울특별시 강남구 신사동 651-21 ,서울특별시 강남구 도산대로 323 (신사동),CGV 청담씨네시티 1관(HEADPHONE),203205.417,446740.5529
서울특별시 강남구 신사동 651-21 ,서울특별시 강남구 도산대로 323 (신사동),CGV 청담씨네시티 2관(HEADPHONE),203205.417,446740.5529
서울특별시 강남구 신사동 651-21 ,서울특별시 강남구 도산대로 323 (신사동),CGV 청담씨네시티 3관(COMFORT SWEETBOX PREMIUM),203205.417,446740.5529
서울특별시 강남구 신사동 651-21번지 ,서울특별시 강남구 도산대로 323  (신사동),씨네시티11관,203205.417,446740.5529
서울특별시 강남구 신사동 651-21번지 ,서울특별시 강남구 도산대로 323  (신사동),씨네시티12관,203205.417,446740.5529
서울특별시 강남구 신사동 651-21번지 ,서울특별시 강남구 도산대로 323  (신사동),씨네시티3관,203205.417,446740.5529
서울특별시 강남구 논현동 91-6번지 ,서울특별시 강남구 도산대로 310  (논현동),씨네하우스 1관,203064.6402,446594.3191
서울특별시 강남구 논현동 91-6번지 ,서울특별시 강남구 도산대로 310  (논현동),씨네하우스 4관,203064.6402,446594.3191
서울특별시 강남구 신사동 651-21 ,서울특별시 강남구 도산대로 323 (신사동),CGV 청담씨네시티 4DX,203205.417,446740.5529
서울특별시 강남구 신사동 602 ,서울특별시 강남구 압구정로30길 45 (신사동),CGV압구정 ART 1관,202530.1848,446900.9612
서울특별시 강남구 신사동 602 ,서울특별시 강남구 압구정로30길 45 (신사동),CGV압구정 ART 2관,202530.1848,446900.9612
서울특별시 강남구 역삼동 814-6번지 ,서울특별시 강남구 강남대로 438  (역삼동),(주)강제규필름,202262.4579,444382.5423
서울특별시 강남구 역삼동 814-6번지 ,서울특별시 강남구 강남대로 438  (역삼동),주공공이2관,202262.4579,444382.5423
서울특별시 강남구 역삼동 814-6번지 ,서울특별시 강남구 강남대로 438  (역삼동),주공공이3관,202262.4579,444382.5423
서울특별시 강남구 역삼동 814-6번지 ,서울특별시 강남구 강남대로 438  (역삼동),주공공이4관,202262.4579,444382.5423
서울특별시 송파구 문정동 516 가든파이브라이프영관 10층 ,"서울특별시 송파구 충민로 66 (문정동, 가든파이브라이프영관 10층)",CGV 송파 6관,211053.1195,442026.9888
서울특별시 송파구 문정동 516 가든파이브라이프영관10층 ,"서울특별시 송파구 충민로 66 (문정동, 가든파이브라이프영관 10층)",CGV 송파 4관,211053.1195,442026.9888
서울특별시 송파구 문정동 516 가든파이브라이프영관 10층 ,"서울특별시 송파구 충민로 66 (문정동, 가든파이브라이프영관 10층)",CGV 송파 SPHERE X,211053.1195,442026.9888
서울특별시 송파구 문정동 516 가든파이브라이프영관10층 ,"서울특별시 송파구 충민로 66 (문정동, 가든파이브라이프영관 10층)",CGV송파4DX관,211053.1195,442026.9888
서울특별시 송파구 문정동 516 가든파이브라이프영관 10층 ,"서울특별시 송파구 충민로 66 (문정동, 가든파이브라이프영관 10층)",CGV 송파 3관,211053.1195,442026.9888
서울특별시 송파구 문정동 516 가든파이브라이프영관 10층 ,"서울특별시 송파구 충민로 66 (문정동, 가든파이브라이프영관 10층)",CGV 송파 1관,211053.1195,442026.9888
서울특별시 송파구 문정동 516 가든파이브라이프영관 10층 ,"서울특별시 송파구 충민로 66 (문정동, 가든파이브라이프영관 10층)",CGV 송파 2관,211053.1195,442026.9888
서울특별시 송파구 신천동 29 ,"서울특별시 송파구 올림픽로 300, 엔터테인먼트동 5~11층 (신천동, 롯데월드몰)",롯데시네마 월드타워(제9관),209074.9008,445657.8093
서울특별시 송파구 신천동 29 ,"서울특별시 송파구 올림픽로 300, 엔터테인먼트동 5~11층 (신천동, 롯데월드몰)",롯데시네마 월드타워(제20관),209074.9008,445657.8093
서울특별시 강동구 성내동 549-1번지 ,서울특별시 강동구 성내로 48 (성내동),메가박스 강동10,210992.4973,447372.6172
서울특별시 송파구 신천동 29 ,"서울특별시 송파구 올림픽로 300, 엔터테인먼트동 5~11층 (신천동, 롯데월드몰)",롯데시네마 월드타워(제19관),209074.9008,445657.8093
서울특별시 송파구 신천동 29 ,"서울특별시 송파구 올림픽로 300, 엔터테인먼트동 5~11층 (신천동, 롯데월드몰)",롯데시네마 월드타워(제18관),209074.9008,445657.8093
서울특별시 송파구 신천동 29 ,"서울특별시 송파구 올림픽로 300, 엔터테인먼트동 5~11층 (신천동, 롯데월드몰)",롯데시네마 월드타워(제17관),209074.9008,445657.8093
서울특별시 송파구 신천동 29 ,"서울특별시 송파구 올림픽로 300, 엔터테인먼트동 5~11층 (신천동, 롯데월드몰)",롯데시네마 월드타워(제16관),209074.9008,445657.8093
서울특별시 송파구 신천동 29 ,"서울특별시 송파구 올림픽로 300, 엔터테인먼트동 5~11층 (신천동, 롯데월드몰)",롯데시네마 월드타워(제15관),209074.9008,445657.8093
서울특별시 송파구 신천동 29 ,"서울특별시 송파구 올림픽로 300, 엔터테인먼트동 5~11층 (신천동, 롯데월드몰)",롯데시네마 월드타워(제14관),209074.9008,445657.8093
서울특별시 송파구 신천동 29 ,"서울특별시 송파구 올림픽로 300, 엔터테인먼트동 5~11층 (신천동, 롯데월드몰)",롯데시네마 월드타워(제13관),209074.9008,445657.8093
서울특별시 송파구 신천동 29 ,"서울특별시 송파구 올림픽로 300, 엔터테인먼트동 5~11층 (신천동, 롯데월드몰)",롯데시네마 월드타워(제12관),209074.9008,445657.8093
서울특별시 송파구 신천동 29 ,"서울특별시 송파구 올림픽로 300, 엔터테인먼트동 5~11층 (신천동, 롯데월드몰)",롯데시네마 월드타워(제11관),209074.9008,445657.8093
서울특별시 송파구 신천동 29 ,"서울특별시 송파구 올림픽로 300, 엔터테인먼트동 5~11층 (신천동, 롯데월드몰)",롯데시네마 월드타워(제2관),209074.9008,445657.8093
서울특별시 송파구 신천동 29 ,"서울특별시 송파구 올림픽로 300, 엔터테인먼트동 5~11층 (신천동, 롯데월드몰)",롯데시네마 월드타워(제7관),209074.9008,445657.8093
서울특별시 송파구 신천동 29 ,"서울특별시 송파구 올림픽로 300, 엔터테인먼트동 5~11층 (신천동, 롯데월드몰)",롯데시네마 월드타워(제10관),209074.9008,445657.8093
서울특별시 송파구 신천동 29 ,"서울특별시 송파구 올림픽로 300, 엔터테인먼트동 5~11층 (신천동, 롯데월드몰)",롯데시네마 월드타워(제8관),209074.9008,445657.8093
서울특별시 송파구 신천동 29 ,"서울특별시 송파구 올림픽로 300, 엔터테인먼트동 5~11층 (신천동, 롯데월드몰)",롯데시네마 월드타워(제1관),209074.9008,445657.8093
서울특별시 강동구 성내동 549-1번지 ,서울특별시 강동구 성내로 48 (성내동),메가박스 강동3,210992.4973,447372.6172
서울특별시 송파구 신천동 29 ,"서울특별시 송파구 올림픽로 300, 엔터테인먼트동 5~11층 (신천동, 롯데월드몰)",롯데시네마 월드타워(제6관),209074.9008,445657.8093
서울특별시 송파구 신천동 29 ,"서울특별시 송파구 올림픽로 300, 엔터테인먼트동 5~11층 (신천동, 롯데월드몰)",롯데시네마 월드타워(제5관),209074.9008,445657.8093
서울특별시 송파구 신천동 29 ,"서울특별시 송파구 올림픽로 300, 엔터테인먼트동 5~11층 (신천동, 롯데월드몰)",롯데시네마 월드타워(제4관),209074.9008,445657.8093
서울특별시 송파구 신천동 29 ,"서울특별시 송파구 올림픽로 300, 엔터테인먼트동 5~11층 (신천동, 롯데월드몰)",롯데시네마 월드타워(제3관),209074.9008,445657.8093
서울특별시 강동구 성내동 549-1번지 ,서울특별시 강동구 성내로 48 (성내동),메가박스 강동1,210992.4973,447372.6172
서울특별시 강동구 성내동 549-1번지 ,서울특별시 강동구 성내로 48 (성내동),메가박스 강동2,210992.4973,447372.6172
서울특별시 강동구 성내동 549-1번지 ,서울특별시 강동구 성내로 48 (성내동),메가박스 강동4,210992.4973,447372.6172
서울특별시 강동구 성내동 549-1번지 ,서울특별시 강동구 성내로 48 (성내동),메가박스 강동6,210992.4973,447372.6172
서울특별시 강동구 성내동 44-1번지 ,서울특별시 강동구 천호옛길 85 (성내동),롯데시네마 1관,211008.0193,448270.5004
서울특별시 강동구 성내동 44-1번지 ,서울특별시 강동구 천호옛길 85 (성내동),롯데시네마 2관,211008.0193,448270.5004
서울특별시 강동구 성내동 44-1번지 ,서울특별시 강동구 천호옛길 85 (성내동),롯데시네마 3관,211008.0193,448270.5004
서울특별시 강동구 성내동 44-1번지 ,서울특별시 강동구 천호옛길 85 (성내동),롯데시네마 4관,211008.0193,448270.5004
서울특별시 강동구 성내동 44-1번지 ,서울특별시 강동구 천호옛길 85 (성내동),롯데시네마 5관,211008.0193,448270.5004
서울특별시 강동구 성내동 44-1번지 ,서울특별시 강동구 천호옛길 85 (성내동),롯데시네마 6관,211008.0193,448270.5004
서울특별시 강동구 성내동 44-1번지 ,서울특별시 강동구 천호옛길 85  (성내동),롯데시네마 7관,211008.0193,448270.5004
서울특별시 강동구 성내동 44-1번지 ,서울특별시 강동구 천호옛길 85  (성내동),롯데시네마 8관,211008.0193,448270.5004
서울특별시 강동구 성내동 44-1번지 ,서울특별시 강동구 천호옛길 85  (성내동),롯데시네마 9관,211008.0193,448270.5004
서울특별시 강동구 성내동 44-1번지 ,서울특별시 강동구 천호옛길 85 (성내동),롯데시네마 10관,211008.0193,448270.5004
서울특별시 강동구 성내동 549-1번지 ,서울특별시 강동구 성내로 48 (성내동),메가박스 강동7,210992.4973,447372.6172
서울특별시 강동구 성내동 549-1번지 ,서울특별시 강동구 성내로 48 (성내동),메가박스 강동8,210992.4973,447372.6172
서울특별시 강동구 천호동 42 ,"서울특별시 강동구 양재대로 1571, 4층 (천호동)",CGV 천호 2관,212501.3691,449282.3104
서울특별시 강동구 천호동 42 ,"서울특별시 강동구 양재대로 1571, 4층 (천호동)",CGV 천호 3관,212501.3691,449282.3104
서울특별시 강동구 천호동 42 ,"서울특별시 강동구 양재대로 1571, 4층 (천호동)",CGV 천호 4관,212501.3691,449282.3104
서울특별시 강동구 천호동 42 ,"서울특별시 강동구 양재대로 1571, 4층 (천호동)",CGV 천호 5관,212501.3691,449282.3104
서울특별시 강동구 천호동 42 ,"서울특별시 강동구 양재대로 1571, 4층 (천호동)",CGV 천호 6관,212501.3691,449282.3104
"서울특별시 동대문구 전농동 591-53 청량리민자역사 8층,9층","서울특별시 동대문구 왕산로 214, 8층,9층 (전농동, 청량리민자역사)",롯데시네마청량리 제1관,204081.2821,453187.3952
